Date,Actual,Forecasted
2015-06-15 00:00:00,543.0,564.0237615437228
2015-06-16 00:00:00,544.8699951171875,564.4004114282179
2015-06-17 00:00:00,546.5999755859375,564.8569733342309
2015-06-18 00:00:00,556.1799926757812,564.8560700230448
2015-06-19 00:00:00,557.52001953125,564.6172095108034
2015-06-22 00:00:00,559.6799926757812,563.0368699857022
2015-06-23 00:00:00,563.3900146484375,563.4565747563626
2015-06-24 00:00:00,558.5700073242188,564.109193316201
2015-06-25 00:00:00,557.9500122070312,564.4622211543972
2015-06-26 00:00:00,553.0599975585938,564.7354459942884
2015-06-29 00:00:00,541.25,565.5973033479202
2015-06-30 00:00:00,540.0399780273438,567.1104230945334
2015-07-01 00:00:00,543.2999877929688,568.9774247295065
2015-07-02 00:00:00,547.3400268554688,570.6449588807204
2015-07-06 00:00:00,545.6199951171875,577.6378579267574
2015-07-07 00:00:00,550.030029296875,580.6764667149982
2015-07-08 00:00:00,541.7000122070312,584.0462328353681
2015-07-09 00:00:00,544.6500244140625,587.1541507500448
2015-07-10 00:00:00,556.1099853515625,590.180689551792
2015-07-13 00:00:00,571.72998046875,598.8474644836637
2015-07-14 00:00:00,584.1799926757812,602.7335669085184
2015-07-15 00:00:00,583.9600219726562,606.7808944271713
2015-07-16 00:00:00,601.780029296875,610.3607897186785
2015-07-17 00:00:00,699.6199951171875,613.651376643883
2015-07-20 00:00:00,692.8400268554688,621.8382026008063
2015-07-21 00:00:00,695.3499755859375,625.1953169295595
2015-07-22 00:00:00,695.0999755859375,628.5300291197454
2015-07-23 00:00:00,674.72998046875,631.2062125423262
2015-07-24 00:00:00,654.77001953125,633.4285849059174
2015-07-27 00:00:00,658.27001953125,637.6707770144692
2015-07-28 00:00:00,659.6599731445312,639.5860901379407
2015-07-29 00:00:00,661.4299926757812,641.4502296036839
2015-07-30 00:00:00,664.5599975585938,642.6431827604806
2015-07-31 00:00:00,657.5,643.4043959074734
2015-08-03 00:00:00,664.719970703125,643.6711461414938
2015-08-04 00:00:00,661.280029296875,644.4838467068159
2015-08-05 00:00:00,673.2899780273438,645.3796128544775
2015-08-06 00:00:00,670.1500244140625,645.7470873970095
2015-08-07 00:00:00,664.3900146484375,645.8366267688715
2015-08-10 00:00:00,663.1400146484375,645.0393981172086
2015-08-11 00:00:00,690.2999877929688,645.8055529528561
2015-08-12 00:00:00,691.469970703125,646.7935719139796
2015-08-13 00:00:00,686.510009765625,647.3778539028764
2015-08-14 00:00:00,689.3699951171875,647.577900530952
2015-08-17 00:00:00,694.1099853515625,647.583940185032
2015-08-18 00:00:00,688.72998046875,648.7142112340629
2015-08-19 00:00:00,694.0399780273438,650.0805966744425
2015-08-20 00:00:00,679.47998046875,651.0345933094744
2015-08-21 00:00:00,644.030029296875,651.7934035832445
2015-08-24 00:00:00,618.1099853515625,653.1549994362149
2015-08-25 00:00:00,612.469970703125,654.5985883950161
2015-08-26 00:00:00,659.739990234375,656.1918830098666
2015-08-27 00:00:00,667.9600219726562,657.2750945388103
2015-08-28 00:00:00,659.6900024414062,658.0651136886723
2015-08-31 00:00:00,647.8200073242188,658.957664324237
2015-09-01 00:00:00,629.5599975585938,660.0898382447845
2015-09-02 00:00:00,644.9099731445312,661.3064327831271
2015-09-03 00:00:00,637.0499877929688,661.9550374762802
2015-09-04 00:00:00,628.9600219726562,662.2687878342477
2015-09-08 00:00:00,643.8800048828125,662.2916303246838
2015-09-09 00:00:00,643.4099731445312,663.0622119317604
2015-09-10 00:00:00,651.0800170898438,663.3112351505553
2015-09-11 00:00:00,655.2999877929688,663.2847539770128
2015-09-14 00:00:00,652.469970703125,662.0832116287069
2015-09-15 00:00:00,665.0700073242188,662.7125229569265
2015-09-16 00:00:00,665.52001953125,663.5492300371194
2015-09-17 00:00:00,671.6699829101562,663.9512564689988
2015-09-18 00:00:00,660.9199829101562,664.1616767608491
2015-09-21 00:00:00,666.97998046875,664.1140666397803
2015-09-22 00:00:00,653.2000122070312,665.2528485223688
2015-09-23 00:00:00,653.2899780273438,666.6457636596632
2015-09-24 00:00:00,654.9099731445312,667.6370257619809
2015-09-25 00:00:00,640.1500244140625,668.4591084944369
2015-09-28 00:00:00,624.25,670.272165319839
2015-09-29 00:00:00,622.6099853515625,672.0197166612544
2015-09-30 00:00:00,638.3699951171875,674.0005013300686
2015-10-01 00:00:00,642.0,675.5448515268439
2015-10-02 00:00:00,656.989990234375,676.8819179655997
2015-10-05 00:00:00,671.6799926757812,679.9837886752221
2015-10-06 00:00:00,671.6400146484375,682.0934496582494
2015-10-07 00:00:00,670.0,684.4013732172218
2015-10-08 00:00:00,667.0,686.2309389762975
2015-10-09 00:00:00,671.239990234375,687.8189390018557
2015-10-12 00:00:00,676.4299926757812,691.527154092268
2015-10-13 00:00:00,683.1699829101562,693.8337416296208
2015-10-14 00:00:00,680.4099731445312,696.3407882929188
2015-10-15 00:00:00,693.02001953125,698.3653374228775
2015-10-16 00:00:00,695.3200073242188,700.1528787664239
2015-10-19 00:00:00,699.9500122070312,704.5259278315455
2015-10-20 00:00:00,680.0,707.1081632291914
2015-10-21 00:00:00,671.7999877929688,709.9117553950159
2015-10-22 00:00:00,681.1400146484375,712.2381953981547
2015-10-23 00:00:00,719.3300170898438,714.3339299495115
2015-10-26 00:00:00,731.1199951171875,719.6249390139616
2015-10-27 00:00:00,732.8200073242188,721.0656269859546
2015-10-28 00:00:00,736.9199829101562,722.7035790168815
2015-10-29 00:00:00,744.8499755859375,723.820486062716
2015-10-30 00:00:00,737.3900146484375,724.6618654793541
2015-11-02 00:00:00,747.739990234375,725.8766092300276
2015-11-03 00:00:00,748.8200073242188,727.307166497315
2015-11-04 00:00:00,755.3099975585938,728.8790599911899
2015-11-05 00:00:00,760.6699829101562,729.867067579905
2015-11-06 00:00:00,761.5999755859375,730.5198465229597
2015-11-09 00:00:00,754.77001953125,730.848811801639
2015-11-10 00:00:00,758.260009765625,731.9063755076342
2015-11-11 00:00:00,765.25,733.0754666764627
2015-11-12 00:00:00,756.530029296875,733.635915139979
2015-11-13 00:00:00,740.0700073242188,733.848360460813
2015-11-16 00:00:00,750.4199829101562,732.8896422343647
2015-11-17 00:00:00,745.97998046875,733.5675974540202
2015-11-18 00:00:00,760.010009765625,734.3954800487282
2015-11-19 00:00:00,759.9400024414062,734.6599286511215
2015-11-20 00:00:00,777.0,734.6291610428619
2015-11-23 00:00:00,776.7000122070312,733.301675326782
2015-11-24 00:00:00,769.6300048828125,733.9828149209781
2015-11-25 00:00:00,769.260009765625,734.8745662238586
2015-11-27 00:00:00,771.969970703125,735.3990398579346
2015-11-30 00:00:00,762.8499755859375,734.8053614352274
2015-12-01 00:00:00,783.7899780273438,735.7756139796195
2015-12-02 00:00:00,777.8499755859375,736.9608068470138
2015-12-03 00:00:00,768.2000122070312,737.6298303613129
2015-12-04 00:00:00,779.2100219726562,738.0344593788473
2015-12-07 00:00:00,772.989990234375,738.0159529211793
2015-12-08 00:00:00,775.1400146484375,739.0836867785582
2015-12-09 00:00:00,762.5499877929688,740.3078051996213
2015-12-10 00:00:00,760.0399780273438,740.9504679421142
2015-12-11 00:00:00,750.4199829101562,741.2633737057209
2015-12-14 00:00:00,762.5399780273438,740.6015753523203
2015-12-15 00:00:00,760.0900268554688,741.3554509478441
2015-12-16 00:00:00,776.5900268554688,742.2277256361562
2015-12-17 00:00:00,769.8300170898438,742.4896055268605
2015-12-18 00:00:00,756.8499755859375,742.4062933389623
2015-12-21 00:00:00,760.7999877929688,740.6034327453249
2015-12-22 00:00:00,767.1300048828125,741.0398167217571
2015-12-23 00:00:00,768.510009765625,741.6478307147308
2015-12-24 00:00:00,765.8400268554688,741.7117320171546
2015-12-28 00:00:00,782.239990234375,739.8870927871588
2015-12-29 00:00:00,793.9600219726562,740.5793227198251
2015-12-30 00:00:00,790.2999877929688,741.5432601905386
2015-12-31 00:00:00,778.010009765625,742.0603181179431
2016-01-04 00:00:00,759.4400024414062,742.8574233639135
2016-01-05 00:00:00,761.530029296875,744.3535149357408
2016-01-06 00:00:00,759.3300170898438,746.1517656282873
2016-01-07 00:00:00,741.0,747.5112944077615
2016-01-08 00:00:00,730.9099731445312,748.6839476906835
2016-01-11 00:00:00,733.0700073242188,752.2709622859047
2016-01-12 00:00:00,745.3400268554688,754.6861287529158
2016-01-13 00:00:00,719.5700073242188,757.3111871727147
2016-01-14 00:00:00,731.3900146484375,759.3794316560263
2016-01-15 00:00:00,710.489990234375,761.1331205417597
2016-01-19 00:00:00,719.0800170898438,766.8789856642287
2016-01-20 00:00:00,718.5599975585938,769.0944797500299
2016-01-21 00:00:00,726.6699829101562,770.6053772646037
2016-01-22 00:00:00,745.4600219726562,771.6676140365358
2016-01-25 00:00:00,733.6199951171875,772.5338140535466
2016-01-26 00:00:00,733.7899780273438,773.624290386842
2016-01-27 00:00:00,717.5800170898438,774.7362250918437
2016-01-28 00:00:00,748.2999877929688,775.1128726750242
2016-01-29 00:00:00,761.3499755859375,775.0357107397056
2016-02-01 00:00:00,770.77001953125,772.6777301030121
2016-02-02 00:00:00,780.9099731445312,772.8237465541002
2016-02-03 00:00:00,749.3800048828125,773.0811655617098
2016-02-04 00:00:00,730.030029296875,772.7079556026564
2016-02-05 00:00:00,703.760009765625,771.9959573003848
2016-02-08 00:00:00,704.1599731445312,768.4747996976115
2016-02-09 00:00:00,701.02001953125,768.470988040416
2016-02-10 00:00:00,706.8499755859375,768.6908164755249
2016-02-11 00:00:00,706.3599853515625,768.3873125300764
2016-02-12 00:00:00,706.8900146484375,767.8386743045304
2016-02-16 00:00:00,717.6400146484375,765.5762890372216
2016-02-17 00:00:00,731.969970703125,766.1701618361479
2016-02-18 00:00:00,717.510009765625,766.2303510744485
2016-02-19 00:00:00,722.1099853515625,766.0151716544711
2016-02-22 00:00:00,729.0499877929688,764.0373474277591
2016-02-23 00:00:00,717.2899780273438,764.4511716431173
2016-02-24 00:00:00,720.9000244140625,764.9946812015042
2016-02-25 00:00:00,729.1199951171875,764.8987018718146
2016-02-26 00:00:00,724.8599853515625,764.4176113239868
2016-02-29 00:00:00,717.219970703125,760.9965513492147
2016-03-01 00:00:00,742.1699829101562,760.7272418571862
2016-03-02 00:00:00,739.47998046875,760.5028405933662
2016-03-03 00:00:00,731.5900268554688,759.572399996415
2016-03-04 00:00:00,730.219970703125,758.2057903125325
2016-03-07 00:00:00,712.7999877929688,752.008796228326
2016-03-08 00:00:00,713.530029296875,750.821581195977
2016-03-09 00:00:00,725.4099731445312,749.7178532113213
2016-03-10 00:00:00,732.1699829101562,747.9765518523802
2016-03-11 00:00:00,744.8699951171875,745.8828437601472
2016-03-14 00:00:00,750.239990234375,738.1578250896945
2016-03-15 00:00:00,750.5700073242188,736.6905501903881
2016-03-16 00:00:00,757.3599853515625,735.4412456235056
2016-03-17 00:00:00,758.47998046875,733.7074610570127
2016-03-18 00:00:00,755.4099731445312,731.7710009377852
2016-03-21 00:00:00,762.1599731445312,725.3802340934056
2016-03-22 00:00:00,760.0499877929688,724.5980222915593
2016-03-23 00:00:00,757.5599975585938,724.1466687391866
2016-03-24 00:00:00,754.8400268554688,723.3396673666596
2016-03-28 00:00:00,753.280029296875,719.4894415850113
2016-03-29 00:00:00,765.8900146484375,719.9260660537634
2016-03-30 00:00:00,768.3400268554688,720.7064599507845
2016-03-31 00:00:00,762.9000244140625,721.1147744480899
2016-04-01 00:00:00,769.6699829101562,721.395961198101
2016-04-04 00:00:00,765.1199951171875,721.7950070859415
2016-04-05 00:00:00,758.5700073242188,723.2187103294948
2016-04-06 00:00:00,768.0700073242188,724.9080323378837
2016-04-07 00:00:00,760.1199951171875,726.1339846267907
2016-04-08 00:00:00,759.469970703125,727.1344933225836
2016-04-11 00:00:00,757.5399780273438,729.0498203915026
2016-04-12 00:00:00,764.3200073242188,730.7707867133089
2016-04-13 00:00:00,771.9099731445312,732.6495762465214
2016-04-14 00:00:00,775.3900146484375,733.9507914617562
2016-04-15 00:00:00,780.0,734.9175927284587
2016-04-18 00:00:00,787.6799926757812,736.1286287845857
2016-04-19 00:00:00,776.25,737.4485890081835
2016-04-20 00:00:00,774.9199829101562,738.8507019507718
2016-04-21 00:00:00,780.0,739.6017031281978
2016-04-22 00:00:00,737.77001953125,739.9565151419512
2016-04-25 00:00:00,742.2100219726562,739.0648038136951
2016-04-26 00:00:00,725.3699951171875,739.6344132757206
2016-04-27 00:00:00,721.4600219726562,740.2747199158207
2016-04-28 00:00:00,705.0599975585938,740.2612982169317
2016-04-29 00:00:00,707.8800048828125,739.8606872462242
2016-05-02 00:00:00,714.4099731445312,736.8597732112391
2016-05-03 00:00:00,708.4400024414062,736.8047856202763
2016-05-04 00:00:00,711.3699951171875,736.8729688693312
2016-05-05 00:00:00,714.7100219726562,736.3508578885918
2016-05-06 00:00:00,725.1799926757812,735.5112169156466
2016-05-09 00:00:00,729.1300048828125,731.6640451858094
2016-05-10 00:00:00,739.3800048828125,731.4853321588803
2016-05-11 00:00:00,730.5499877929688,731.5142929293919
2016-05-12 00:00:00,728.0700073242188,731.0428433837519
2016-05-13 00:00:00,724.8300170898438,730.3404238524643
2016-05-16 00:00:00,730.2999877929688,727.3828927930261
2016-05-17 00:00:00,720.1900024414062,727.6316032678568
2016-05-18 00:00:00,721.780029296875,728.1435735918676
2016-05-19 00:00:00,715.3099975585938,728.2041695450633
2016-05-20 00:00:00,721.7100219726562,728.0698446946749
2016-05-23 00:00:00,717.25,726.9006285647691
2016-05-24 00:00:00,733.030029296875,727.7266714866419
2016-05-25 00:00:00,738.0999755859375,728.7847301642356
2016-05-26 00:00:00,736.9299926757812,729.3450760726234
2016-05-27 00:00:00,747.5999755859375,729.6496891170287
2016-05-31 00:00:00,748.8499755859375,730.2081264246328
2016-06-01 00:00:00,748.4600219726562,731.2325612753342
2016-06-02 00:00:00,744.27001953125,731.6392933550003
2016-06-03 00:00:00,735.8599853515625,731.6687762603302
2016-06-06 00:00:00,730.0599975585938,729.7898612885913
2016-06-07 00:00:00,731.0900268554688,730.6866303712997
2016-06-08 00:00:00,742.9299926757812,731.6124727250638
2016-06-09 00:00:00,742.52001953125,731.8437258963695
2016-06-10 00:00:00,733.1900024414062,731.6379123415699
2016-06-13 00:00:00,731.8800048828125,728.8958622167066
2016-06-14 00:00:00,733.25,728.8082214663559
2016-06-15 00:00:00,732.1900024414062,728.797406439725
2016-06-16 00:00:00,724.25,728.1669836597431
2016-06-17 00:00:00,704.25,727.1983251300654
2016-06-20 00:00:00,706.1300048828125,722.9766647886203
2016-06-21 00:00:00,708.8800048828125,722.7132518578425
2016-06-22 00:00:00,710.469970703125,722.710784456493
2016-06-23 00:00:00,714.8699951171875,722.2880329435491
2016-06-24 00:00:00,685.2000122070312,721.729306230476
2016-06-27 00:00:00,681.1400146484375,719.9356659957739
2016-06-28 00:00:00,691.260009765625,720.8524305482781
2016-06-29 00:00:00,695.1900024414062,722.2003688938786
2016-06-30 00:00:00,703.530029296875,723.2816600288708
2016-07-01 00:00:00,710.25,724.3581336931286
2016-07-05 00:00:00,704.8900146484375,730.8296581578627
2016-07-06 00:00:00,708.969970703125,734.0927573778183
2016-07-07 00:00:00,707.260009765625,737.0488107854052
2016-07-08 00:00:00,717.780029296875,739.9301924322137
2016-07-11 00:00:00,727.2000122070312,748.2629534231902
2016-07-12 00:00:00,732.510009765625,752.3632706226103
2016-07-13 00:00:00,729.47998046875,756.7037257701485
2016-07-14 00:00:00,735.7999877929688,760.5008317410732
2016-07-15 00:00:00,735.6300048828125,763.9772230214863
2016-07-18 00:00:00,753.2000122070312,772.5328545703163
2016-07-19 00:00:00,753.4099731445312,776.228510374931
2016-07-20 00:00:00,757.0800170898438,779.9198795732611
2016-07-21 00:00:00,754.4099731445312,782.8127693129654
2016-07-22 00:00:00,759.280029296875,785.1564432949177
2016-07-25 00:00:00,757.52001953125,789.207494068557
2016-07-26 00:00:00,757.6500244140625,791.1661492538533
2016-07-27 00:00:00,761.969970703125,793.0450465395327
2016-07-28 00:00:00,765.8400268554688,794.0727281010838
2016-07-29 00:00:00,791.3400268554688,794.5414402429775
2016-08-01 00:00:00,800.9400024414062,793.2730250935587
2016-08-02 00:00:00,800.1199951171875,793.6724615380389
2016-08-03 00:00:00,798.9199829101562,794.136121075331
2016-08-04 00:00:00,797.25,793.9120807962803
2016-08-05 00:00:00,806.9299926757812,793.310410241066
2016-08-08 00:00:00,805.22998046875,790.0070551059989
2016-08-09 00:00:00,807.47998046875,790.1161775054657
2016-08-10 00:00:00,808.489990234375,790.4741128224565
2016-08-11 00:00:00,808.2000122070312,790.3206025572146
2016-08-12 00:00:00,807.0499877929688,789.9486396095804
2016-08-15 00:00:00,805.9600219726562,788.0835149788626
2016-08-16 00:00:00,801.1900024414062,788.8407793281284
2016-08-17 00:00:00,805.4199829101562,789.8931142146291
2016-08-18 00:00:00,802.75,789.8938023525207
2016-08-19 00:00:00,799.6500244140625,789.6726147990685
2016-08-22 00:00:00,796.9500122070312,788.0175618407511
2016-08-23 00:00:00,796.5900268554688,788.7013414385747
2016-08-24 00:00:00,793.5999755859375,789.5837194831412
2016-08-25 00:00:00,791.2999877929688,789.870314170154
2016-08-26 00:00:00,793.219970703125,789.8223862206966
2016-08-29 00:00:00,795.8200073242188,787.999290367262
2016-08-30 00:00:00,791.9199829101562,788.4111393077574
2016-08-31 00:00:00,789.8499755859375,788.9272583054709
2016-09-01 00:00:00,791.4000244140625,788.7664709775648
2016-09-02 00:00:00,796.8699951171875,788.2052095373294
2016-09-06 00:00:00,808.02001953125,784.4269624371005
2016-09-07 00:00:00,807.989990234375,784.357473831434
2016-09-08 00:00:00,802.8400268554688,783.653571802459
2016-09-09 00:00:00,788.47998046875,782.606692472692
2016-09-12 00:00:00,798.8200073242188,778.0403042555869
2016-09-13 00:00:00,788.719970703125,777.6943119235449
2016-09-14 00:00:00,790.4600219726562,777.5733807898496
2016-09-15 00:00:00,801.22998046875,776.9266389340056
2016-09-16 00:00:00,797.969970703125,776.0421501712154
2016-09-19 00:00:00,795.3900146484375,772.5417605760325
2016-09-20 00:00:00,799.780029296875,772.7066394694763
2016-09-21 00:00:00,805.030029296875,773.1615677244107
2016-09-22 00:00:00,815.9500122070312,773.1481377649646
2016-09-23 00:00:00,814.9600219726562,772.9394512370719
2016-09-26 00:00:00,802.6500244140625,771.585678342303
2016-09-27 00:00:00,810.72998046875,772.4627508885313
2016-09-28 00:00:00,810.0599975585938,773.6123629095191
2016-09-29 00:00:00,802.6400146484375,774.2662820103008
2016-09-30 00:00:00,804.0599975585938,774.6890451461744
2016-10-03 00:00:00,800.3800048828125,774.9578345690095
2016-10-04 00:00:00,802.7899780273438,776.2832845140906
2016-10-05 00:00:00,801.22998046875,777.8346532251841
2016-10-06 00:00:00,803.0800170898438,778.841801813039
2016-10-07 00:00:00,800.7100219726562,779.5740054731684
2016-10-10 00:00:00,814.1699829101562,780.563216522957
2016-10-11 00:00:00,809.5700073242188,782.0926403437433
2016-10-12 00:00:00,811.77001953125,783.8393198152999
2016-10-13 00:00:00,804.0800170898438,785.0339837378923
2016-10-14 00:00:00,804.5999755859375,785.9540868990174
2016-10-17 00:00:00,806.8400268554688,787.5620517733178
2016-10-18 00:00:00,821.489990234375,789.3416011566156
2016-10-19 00:00:00,826.8400268554688,791.3599079561286
2016-10-20 00:00:00,821.6300048828125,792.8395549940933
2016-10-21 00:00:00,824.0599975585938,794.0580791641397
2016-10-24 00:00:00,835.739990234375,796.6021793552849
2016-10-25 00:00:00,828.5499877929688,798.7061719588511
2016-10-26 00:00:00,822.0999755859375,801.0395844573915
2016-10-27 00:00:00,817.3499755859375,802.807440912644
2016-10-28 00:00:00,819.5599975585938,804.2821651224244
2016-10-31 00:00:00,809.9000244140625,804.5828365969979
2016-11-01 00:00:00,805.47998046875,805.8429156853679
2016-11-02 00:00:00,788.4199829101562,807.2698318402219
2016-11-03 00:00:00,782.1900024414062,808.0597160269434
2016-11-04 00:00:00,781.0999755859375,808.4873840519194
2016-11-07 00:00:00,802.030029296875,808.0080232590553
2016-11-08 00:00:00,811.97998046875,808.9034810788755
2016-11-09 00:00:00,805.5900268554688,809.9217901212481
2016-11-10 00:00:00,780.2899780273438,810.2652601510964
2016-11-11 00:00:00,771.75,810.2201992945379
2016-11-14 00:00:00,753.219970703125,808.2808856318894
2016-11-15 00:00:00,775.1599731445312,808.7149230237407
2016-11-16 00:00:00,779.97998046875,809.3016493574997
2016-11-17 00:00:00,786.1599731445312,809.2543037431598
2016-11-18 00:00:00,775.969970703125,808.8686251649293
2016-11-21 00:00:00,784.7999877929688,806.277835906475
2016-11-22 00:00:00,785.0,806.6274742261888
2016-11-23 00:00:00,779.0,807.1986595176328
2016-11-25 00:00:00,780.22998046875,806.9367513018748
2016-11-28 00:00:00,785.7899780273438,805.0125466174617
2016-11-29 00:00:00,789.4400024414062,805.6554310076884
2016-11-30 00:00:00,775.8800048828125,806.5385568091721
2016-12-01 00:00:00,764.3300170898438,806.8638775536876
2016-12-02 00:00:00,764.4600219726562,806.9093101440654
2016-12-05 00:00:00,778.219970703125,805.7698729801984
2016-12-06 00:00:00,776.1799926757812,806.5884855205929
2016-12-07 00:00:00,791.469970703125,807.5900332120885
2016-12-08 00:00:00,795.1699829101562,807.9691725650838
2016-12-09 00:00:00,809.4500122070312,807.9999915924601
2016-12-12 00:00:00,807.9000244140625,806.4015851100937
2016-12-13 00:00:00,815.3400268554688,806.9402910204814
